ClienteID,Nombre,Sexo,ingresos,PromVisit,Edad,Sauna,Masaje,Hidro,Yoga,Tienda
Casey Jacobsson_Spa Santa Tecla,Casey Jacobsson,False,2150.73,3.1099999999999999,58,False,False,False,True,Spa Santa Tecla
Cathie O'Reilly_Spa Centro,Cathie O'Reilly,True,2457.0900000000001,3.0499999999999998,64,True,False,False,True,Spa Centro
Charles Giddens_Spa Santa Tecla,Charles Giddens,False,801.95000000000005,2.4399999999999999,21,False,False,False,True,Spa Santa Tecla
Charlot Andrieux_Spa Santa Tecla,Charlot Andrieux,False,2406.9699999999998,3.3300000000000001,65,False,False,False,True,Spa Santa Tecla
Chase McManus_Spa Centro,Chase McManus,True,1945.28,2.52,47,False,True,True,True,Spa Centro
Chevalier Deftie_Spa Santa Tecla,Chevalier Deftie,True,2610.5999999999999,1.3200000000000001,64,False,False,False,True,Spa Santa Tecla
Chris Brigstock_Spa Santa Tecla,Chris Brigstock,False,375.02999999999997,1.4199999999999999,55,False,True,False,False,Spa Santa Tecla
Christean Orpyne_Spa Escalon,Christean Orpyne,False,2683.3499999999999,3.3100000000000001,54,True,False,False,True,Spa Escalon
Christen Parmiter_Spa Santa Tecla,Christen Parmiter,False,1300.1099999999999,3.7200000000000002,55,True,False,False,True,Spa Santa Tecla
Christoffer Ryan_Spa Santa Tecla,Christoffer Ryan,True,2677.8200000000002,2.3700000000000001,52,False,True,False,False,Spa Santa Tecla
Chrotoem Ruegg_Spa Escalon,Chrotoem Ruegg,True,2645.3499999999999,3.23,30,True,False,False,True,Spa Escalon
Cleopatra Briars_Spa Santa Tecla,Cleopatra Briars,False,2417.29,2.2000000000000002,25,False,True,False,False,Spa Santa Tecla
Codi Farney_Spa Escalon,Codi Farney,True,1188.5999999999999,1,43,False,False,False,False,Spa Escalon
Codie Johnes_Spa Escalon,Codie Johnes,False,1551.75,3.29,23,False,True,False,True,Spa Escalon
Correy Dello_Spa Santa Tecla,Correy Dello,False,1253.4000000000001,1.9299999999999999,42,False,True,False,True,Spa Santa Tecla
Courtnay Oxenbury_Spa Escalon,Courtnay Oxenbury,False,298.63999999999999,3.3999999999999999,50,False,False,False,True,Spa Escalon
Cris Hewkin_Spa Escalon,Cris Hewkin,True,1979.4400000000001,3.6699999999999999,36,False,False,True,False,Spa Escalon
Cullen Edwin_Spa Santa Tecla,Cullen Edwin,True,1842.01,2.3399999999999999,44,True,False,False,True,Spa Santa Tecla
Dacie Purvess_Spa Escalon,Dacie Purvess,False,1311.77,2.73,32,False,False,False,False,Spa Escalon
Damiano Masson_Spa Escalon,Damiano Masson,True,2158.23,3.2400000000000002,47,True,True,True,False,Spa Escalon
Damita Baelde_Spa Escalon,Damita Baelde,False,1070.9200000000001,1.05,22,True,True,True,True,Spa Escalon
Dane Bromet_Spa Escalon,Dane Bromet,True,1726.3599999999999,1.3500000000000001,25,True,True,True,False,Spa Escalon
Danika Doble_Spa Escalon,Danika Doble,False,2771.2600000000002,3.1699999999999999,55,False,False,True,True,Spa Escalon
Darnell Dine-Hart_Spa Centro,Darnell Dine-Hart,True,1307.02,3.1699999999999999,63,True,True,True,True,Spa Centro
Debbi Turtle_Spa Escalon,Debbi Turtle,False,1446.8,2.1200000000000001,50,True,False,True,True,Spa Escalon
Debora MattiCCI_Spa Escalon,Debora MattiCCI,False,565.25,1.99,35,False,False,False,False,Spa Escalon
Deeanne Tumility_Spa Escalon,Deeanne Tumility,False,916.44000000000005,1.02,22,False,True,False,True,Spa Escalon
Delainey Keach_Spa Santa Tecla,Delainey Keach,False,2508.5900000000001,3.1299999999999999,38,False,True,True,True,Spa Santa Tecla
Der Mileham_Spa Santa Tecla,Der Mileham,False,1542.3499999999999,2.4399999999999999,25,False,False,True,True,Spa Santa Tecla
Diandra Youde_Spa Santa Tecla,Diandra Youde,False,1676.96,1.8100000000000001,60,False,False,False,True,Spa Santa Tecla
Dinah Madrell_Spa Santa Tecla,Dinah Madrell,True,813.86000000000001,1.53,51,False,False,False,False,Spa Santa Tecla
Donnie Gretham_Spa Santa Tecla,Donnie Gretham,False,1536.3299999999999,3.7599999999999998,44,False,False,False,False,Spa Santa Tecla
Dorolisa Ronchetti_Spa Escalon,Dorolisa Ronchetti,False,1499.0999999999999,1.9399999999999999,39,False,False,False,False,Spa Escalon
Doroteya Rookeby_Spa Santa Tecla,Doroteya Rookeby,False,597.66999999999996,1.6100000000000001,22,True,True,True,True,Spa Santa Tecla
Dorree MacArte_Spa Escalon,Dorree MacArte,True,2371.8000000000002,3.4300000000000002,30,False,False,True,False,Spa Escalon
Dorree Towey_Spa Escalon,Dorree Towey,True,790.04999999999995,2.7999999999999998,58,False,False,False,False,Spa Escalon
Dorrie Wotherspoon_Spa Escalon,Dorrie Wotherspoon,True,829.26999999999998,1.52,61,True,False,True,False,Spa Escalon
Drugi Enriquez_Spa Escalon,Drugi Enriquez,False,1748.8,3.7000000000000002,63,True,True,True,False,Spa Escalon
Dur Farreil_Spa Santa Tecla,Dur Farreil,False,648.59000000000003,1.1799999999999999,62,False,False,True,True,Spa Santa Tecla
Dusty Mariette_Spa Santa Tecla,Dusty Mariette,False,1784.05,3.2400000000000002,47,False,True,True,False,Spa Santa Tecla
Earvin Fouracre_Spa Escalon,Earvin Fouracre,True,1909.21,3.2999999999999998,62,True,True,False,True,Spa Escalon
Edan Danter_Spa Escalon,Edan Danter,True,2719.71,1.5900000000000001,36,False,False,False,False,Spa Escalon
Editha Saddington_Spa Santa Tecla,Editha Saddington,False,2623.0599999999999,2.5299999999999998,26,True,True,False,False,Spa Santa Tecla
Edlin Rimmer_Spa Escalon,Edlin Rimmer,False,1856.3800000000001,2.0899999999999999,44,False,True,True,True,Spa Escalon
Elfreda Splevings_Spa Escalon,Elfreda Splevings,False,1616.96,1.76,31,True,False,False,False,Spa Escalon
Elisha Ohanessian_Spa Escalon,Elisha Ohanessian,True,1276.5699999999999,2.3599999999999999,56,True,False,True,True,Spa Escalon
Elora Demelt_Spa Escalon,Elora Demelt,True,2058.9699999999998,2.54,24,True,False,False,False,Spa Escalon
Elora Rapper_Spa Escalon,Elora Rapper,True,1439.72,2.0699999999999998,42,False,True,True,False,Spa Escalon
Elvira Jurczyk_Spa Escalon,Elvira Jurczyk,False,968.33000000000004,1.49,25,False,False,False,False,Spa Escalon
Elysia Janas_Spa Escalon,Elysia Janas,True,2349.4400000000001,3.1800000000000002,32,False,True,True,False,Spa Escalon
Emmalyn Duffus_Spa Escalon,Emmalyn Duffus,False,1093.76,1.1499999999999999,59,True,True,True,False,Spa Escalon
Emmett Guess_Spa Escalon,Emmett Guess,True,1154.8,1.5600000000000001,47,False,True,True,True,Spa Escalon
Ermengarde Gemson_Spa Santa Tecla,Ermengarde Gemson,False,823.88,1.5800000000000001,57,False,False,False,True,Spa Santa Tecla
Esdras Warkup_Spa Santa Tecla,Esdras Warkup,False,2620.96,3.7599999999999998,44,False,True,False,False,Spa Santa Tecla
Etheline Wolfenden_Spa Santa Tecla,Etheline Wolfenden,True,1157.1199999999999,1.22,31,True,True,False,True,Spa Santa Tecla
Eugen Dumphry_Spa Escalon,Eugen Dumphry,True,947.88999999999999,1.0700000000000001,52,False,True,True,True,Spa Escalon
Eustace Leyton_Spa Escalon,Eustace Leyton,True,2520.5900000000001,1.54,45,False,True,True,True,Spa Escalon
Evie Wressell_Spa Escalon,Evie Wressell,True,2970.0999999999999,2.0899999999999999,53,True,False,False,False,Spa Escalon
Farand Furnival_Spa Escalon,Farand Furnival,False,2846.8600000000001,2.1600000000000001,49,True,False,True,False,Spa Escalon
Fidelia MacMorland_Spa Santa Tecla,Fidelia MacMorland,True,1117.53,3.5499999999999998,52,False,True,False,False,Spa Santa Tecla
Filmore Lillecrap_Spa Escalon,Filmore Lillecrap,False,537.69000000000005,2.7599999999999998,53,False,False,False,False,Spa Escalon
Fiorenze Larratt_Spa Santa Tecla,Fiorenze Larratt,False,929.92999999999995,3,27,True,False,True,True,Spa Santa Tecla
Florencia Farlowe_Spa Santa Tecla,Florencia Farlowe,False,1216.2,2.4100000000000001,43,False,False,True,True,Spa Santa Tecla
Florri Ellson_Spa Escalon,Florri Ellson,True,2192.02,3.7400000000000002,37,False,True,False,True,Spa Escalon
Francklin Druce_Spa Santa Tecla,Francklin Druce,False,1250.4200000000001,3.04,27,False,True,True,True,Spa Santa Tecla
Franz Enderby_Spa Escalon,Franz Enderby,True,1924.1800000000001,2.5,52,False,False,False,True,Spa Escalon
Fredrika Lawrenceson_Spa Santa Tecla,Fredrika Lawrenceson,False,2199.04,1.5900000000000001,39,False,False,False,False,Spa Santa Tecla
Gabrila MacAiline_Spa Escalon,Gabrila MacAiline,False,2676.46,3.3799999999999999,37,False,False,True,False,Spa Escalon
Gale Gatheridge_Spa Santa Tecla,Gale Gatheridge,True,1408.3800000000001,3.6899999999999999,56,False,True,False,False,Spa Santa Tecla
Gardie Pottell_Spa Santa Tecla,Gardie Pottell,False,2702.6199999999999,1.3600000000000001,40,False,True,False,False,Spa Santa Tecla
Garnette Jacobovitch_Spa Santa Tecla,Garnette Jacobovitch,False,2512.7399999999998,3.2200000000000002,24,False,False,False,False,Spa Santa Tecla
Garrett Douberday_Spa Escalon,Garrett Douberday,True,1922.9000000000001,1.2,52,False,False,True,False,Spa Escalon
Garwood Crosham_Spa Centro,Garwood Crosham,True,2128.2199999999998,1.28,26,True,False,False,False,Spa Centro
Gayleen Blissett_Spa Santa Tecla,Gayleen Blissett,False,391.44999999999999,3.6200000000000001,35,True,False,True,False,Spa Santa Tecla
Genevieve Helwig_Spa Santa Tecla,Genevieve Helwig,False,1264.1500000000001,2.25,59,False,True,False,False,Spa Santa Tecla
Geraldine Shoosmith_Spa Escalon,Geraldine Shoosmith,True,2431.9499999999998,3.0299999999999998,28,True,False,True,False,Spa Escalon
Gerry De Souza_Spa Santa Tecla,Gerry De Souza,True,703.89999999999998,2.1499999999999999,61,False,False,False,True,Spa Santa Tecla
Gillian Dudin_Spa Escalon,Gillian Dudin,True,2359.0300000000002,2.3700000000000001,38,False,True,False,True,Spa Escalon
Gilly Guihen_Spa Escalon,Gilly Guihen,True,1677.0999999999999,1.3300000000000001,50,False,False,True,True,Spa Escalon
Giselbert Ashford_Spa Centro,Giselbert Ashford,False,1743.8099999999999,2.0099999999999998,39,True,True,False,True,Spa Centro
Gladys Cardenas_Spa Santa Tecla,Gladys Cardenas,False,2926.23,1.02,29,False,True,True,True,Spa Santa Tecla
Gracie McDonagh_Spa Escalon,Gracie McDonagh,True,2929.96,3.8500000000000001,63,False,False,False,False,Spa Escalon
Graehme Totman_Spa Santa Tecla,Graehme Totman,False,1016.21,1.8600000000000001,21,False,False,False,True,Spa Santa Tecla
Gus Gilling_Spa Escalon,Gus Gilling,False,1304.6500000000001,2.0699999999999998,26,True,True,False,False,Spa Escalon
Gwenneth Wabey_Spa Santa Tecla,Gwenneth Wabey,True,2476.4299999999998,1.3999999999999999,21,False,False,False,True,Spa Santa Tecla
Hallie Edlington_Spa Santa Tecla,Hallie Edlington,False,1856.95,2.4100000000000001,53,True,False,False,False,Spa Santa Tecla
Hamnet Lindenberg_Spa Centro,Hamnet Lindenberg,False,1577.9300000000001,2.4399999999999999,62,True,True,True,False,Spa Centro
Harri Haps_Spa Santa Tecla,Harri Haps,False,1763.8299999999999,2.4300000000000002,44,True,True,True,False,Spa Santa Tecla
Hartwell Baylie_Spa Santa Tecla,Hartwell Baylie,False,2941.1199999999999,2.0600000000000001,41,False,True,False,False,Spa Santa Tecla
Heidi Lambell_Spa Escalon,Heidi Lambell,True,1589.54,1.9399999999999999,33,True,False,False,True,Spa Escalon
Henderson Fazzioli_Spa Santa Tecla,Henderson Fazzioli,False,993.88999999999999,3.6600000000000001,33,False,True,False,True,Spa Santa Tecla
Henrie Kezor_Spa Santa Tecla,Henrie Kezor,False,2804.27,2.3500000000000001,47,False,False,False,True,Spa Santa Tecla
Henryetta Battleson_Spa Escalon,Henryetta Battleson,True,1276.0699999999999,3.7799999999999998,43,True,False,False,False,Spa Escalon
Hew Poytress_Spa Santa Tecla,Hew Poytress,False,664.08000000000004,2.3999999999999999,29,False,True,False,True,Spa Santa Tecla
Hillary Hartop_Spa Centro,Hillary Hartop,True,2164.6599999999999,3.23,52,True,False,False,False,Spa Centro
Horacio Deshorts_Spa Escalon,Horacio Deshorts,False,1970.5799999999999,2.7400000000000002,41,False,False,False,True,Spa Escalon
Ilysa Cretney_Spa Escalon,Ilysa Cretney,False,1901.01,2.48,23,False,False,False,False,Spa Escalon
Inesita Somersett_Spa Santa Tecla,Inesita Somersett,False,425.91000000000003,1.8999999999999999,60,False,False,False,True,Spa Santa Tecla
Isidor Doutch_Spa Escalon,Isidor Doutch,True,1891.9200000000001,3.79,22,True,False,False,False,Spa Escalon
Ive Pettigree_Spa Escalon,Ive Pettigree,True,2204.5100000000002,3.52,28,True,False,False,True,Spa Escalon
Jacquelynn Leavy_Spa Escalon,Jacquelynn Leavy,False,2276.3000000000002,3.1800000000000002,47,False,False,True,True,Spa Escalon
Jakob Mc Carrick_Spa Santa Tecla,Jakob Mc Carrick,False,401.17000000000002,1.77,40,False,False,True,True,Spa Santa Tecla
Janith Vakhonin_Spa Centro,Janith Vakhonin,True,814.90999999999997,2.9100000000000001,33,False,True,True,False,Spa Centro
Jarred Colvine_Spa Escalon,Jarred Colvine,False,635.53999999999996,3.04,33,False,False,False,False,Spa Escalon
Jasmina Cardillo_Spa Escalon,Jasmina Cardillo,True,1402.1900000000001,3.4300000000000002,61,False,False,True,False,Spa Escalon
Jaymie McGreil_Spa Escalon,Jaymie McGreil,True,2087.8600000000001,2.9100000000000001,62,True,False,True,True,Spa Escalon
Jenilee Aronov_Spa Escalon,Jenilee Aronov,False,466.32999999999998,3.7400000000000002,58,True,True,False,True,Spa Escalon
Jennilee Bambury_Spa Santa Tecla,Jennilee Bambury,False,290.19,3.4199999999999999,39,False,True,True,False,Spa Santa Tecla
Jeri Blacklawe_Spa Escalon,Jeri Blacklawe,True,1362.76,2.4500000000000002,62,True,False,False,True,Spa Escalon
Jerry Ausiello_Spa Escalon,Jerry Ausiello,True,654.28999999999996,1.9099999999999999,39,True,True,True,False,Spa Escalon
Jess Varley_Spa Escalon,Jess Varley,False,712.35000000000002,2.2400000000000002,65,False,True,False,False,Spa Escalon
Jessica Dudding_Spa Centro,Jessica Dudding,True,988.99000000000001,3.7200000000000002,47,True,True,False,True,Spa Centro
Jessica Kuhn_Spa Centro,Jessica Kuhn,True,1964.1099999999999,2.2999999999999998,51,True,True,True,False,Spa Centro
Jilleen Peare_Spa Escalon,Jilleen Peare,True,2342.73,1.29,60,False,True,False,False,Spa Escalon
Jimmie Akker_Spa Santa Tecla,Jimmie Akker,False,2620.52,1.6499999999999999,51,False,False,False,True,Spa Santa Tecla
Jobi McIntee_Spa Escalon,Jobi McIntee,True,543.21000000000004,3.6499999999999999,33,True,True,True,True,Spa Escalon
Joel Raftery_Spa Escalon,Joel Raftery,False,1119.9300000000001,1.1899999999999999,33,True,False,False,True,Spa Escalon
Johna Phillippo_Spa Escalon,Johna Phillippo,True,1889.8699999999999,3.7599999999999998,34,True,False,True,False,Spa Escalon
Jonell Winterscale_Spa Escalon,Jonell Winterscale,False,1483.01,1.79,47,False,True,False,True,Spa Escalon
Josefina Deller_Spa Santa Tecla,Josefina Deller,False,2158.4099999999999,1.6100000000000001,26,True,False,False,False,Spa Santa Tecla
Justin Agass_Spa Escalon,Justin Agass,True,291.91000000000003,3.04,30,False,False,False,False,Spa Escalon
Kalvin Alessandone_Spa Escalon,Kalvin Alessandone,True,766.15999999999997,3.8599999999999999,54,False,True,True,False,Spa Escalon
Karen Patrone_Spa Santa Tecla,Karen Patrone,False,1139.79,2.02,51,False,True,False,False,Spa Santa Tecla
Katheryn Dungee_Spa Santa Tecla,Katheryn Dungee,True,856.51999999999998,1.98,59,False,False,False,False,Spa Santa Tecla
Kathye Dank_Spa Santa Tecla,Kathye Dank,False,2659.9400000000001,2.5600000000000001,49,False,False,False,True,Spa Santa Tecla
Katuscha Mepham_Spa Santa Tecla,Katuscha Mepham,True,2622.9400000000001,2.5299999999999998,33,False,True,False,False,Spa Santa Tecla
Kaylee Matantsev_Spa Santa Tecla,Kaylee Matantsev,False,1738.6500000000001,1.3999999999999999,32,False,True,False,True,Spa Santa Tecla
Kaylil Borrie_Spa Centro,Kaylil Borrie,False,2890.23,1.3500000000000001,37,True,True,False,False,Spa Centro
Kelby Canwell_Spa Centro,Kelby Canwell,True,1183.9100000000001,2.73,32,True,True,True,False,Spa Centro
Ken Capaldo_Spa Escalon,Ken Capaldo,False,2077.1500000000001,2.0899999999999999,47,False,True,True,False,Spa Escalon
Ker Prest_Spa Escalon,Ker Prest,False,2650.23,3.8599999999999999,53,False,True,True,False,Spa Escalon
Kerstin Courteney_Spa Santa Tecla,Kerstin Courteney,True,542.53999999999996,2.0499999999999998,45,False,False,False,False,Spa Santa Tecla
Kevina Mayou_Spa Centro,Kevina Mayou,False,1614.6199999999999,3.8900000000000001,26,False,True,False,False,Spa Centro
Kirby Housam_Spa Escalon,Kirby Housam,False,2101.5599999999999,3.1099999999999999,52,False,False,False,True,Spa Escalon
Koenraad Marchiso_Spa Centro,Koenraad Marchiso,True,699.13999999999999,2.6400000000000001,34,True,False,True,False,Spa Centro
Koo Rottger_Spa Escalon,Koo Rottger,True,1660.79,2.54,31,False,True,True,True,Spa Escalon
Kristen Cassin_Spa Escalon,Kristen Cassin,True,1092.45,3.8599999999999999,50,True,False,True,True,Spa Escalon
Kristy Laffranconi_Spa Escalon,Kristy Laffranconi,True,1000.71,2.54,52,False,False,False,True,Spa Escalon
Lacey Farfalameev_Spa Santa Tecla,Lacey Farfalameev,False,504.81,1.49,63,True,False,False,True,Spa Santa Tecla
Lari Richemond_Spa Santa Tecla,Lari Richemond,False,1626.72,3.77,37,False,False,False,False,Spa Santa Tecla
Laura Holbie_Spa Santa Tecla,Laura Holbie,True,1767.3,1.45,51,False,True,False,False,Spa Santa Tecla
Laural Blakesley_Spa Santa Tecla,Laural Blakesley,False,2228.73,2.4300000000000002,32,False,True,False,True,Spa Santa Tecla
Lauren Korba_Spa Escalon,Lauren Korba,True,292.31,2.3999999999999999,55,True,True,True,False,Spa Escalon
Lavena Francisco_Spa Santa Tecla,Lavena Francisco,False,981.95000000000005,2.0499999999999998,40,False,False,False,False,Spa Santa Tecla
Lavinia Iddiens_Spa Escalon,Lavinia Iddiens,True,2897.27,1.55,55,True,False,True,False,Spa Escalon
Leeanne Fawke_Spa Escalon,Leeanne Fawke,True,1146.1300000000001,1.3700000000000001,26,True,False,False,False,Spa Escalon
Leighton Lydiatt_Spa Centro,Leighton Lydiatt,True,922.49000000000001,3.2000000000000002,59,True,True,False,True,Spa Centro
